rank,name,price,rating,rating_count,purchase_count,wish_count,link
11,"[조아쌈]모듬 쌈채소 샐러드 야채 당일 수확, 케일 로메인 상추 쌈채소 1kg 정기구독",10000,4.93,3489,1154,162,https://cr.shopping.naver.com/adcr?x=ezR8RiFwyIdorTYa5S90Tv%2F%2F%2Fw%3D%3Ds%2BruuqKycvB2OOwV7bOSRE%2FGzttbv9QxYwXXtzeYEp7%2F9Q4b0AOOS4pgmuR1ZszYLCA6Yu5tC0YjKmtidCkSEIPTObJbsHUXl2jZFUtpkxZK3c1%2B85V%2FFz6L2psk0Q8qNdMJZWafqsucA%2FQMq%2BwLlMcVIhUTYq2J1wF4XcKD2AOWkOA3ZateG%2FY8eKxwX1E0NOmCyLV0W8Cfo9KNlYl3mfErKJuz1c1CrKL4BlIdwUACU5P%2BT3%2BT1pMCn1t5bEwVIWwfek85jqiMNKFAQV%2BpBFt9%2BKy%2Fm0d%2BgYWHtEf61Jo4AUk0tbEb%2BPaAR8Zvsauh4i7nAFabND8njHiLoHUTw%2FxhVQk3Wjz451Ji%2Bl5HGHBsI2YS92VTPP7KXRs5j1QyAI3x84hAS65m3iSJqiWHc%2BHd7l4btTv7P0Ms4k71oSgfpvLLTO7MD%2BexQy%2FwhekVVmE9R1DmCNM%2B79ckCRZi5LUtIAM2F2zeQcw8qsdrto%2FDXg41vKT7V2I1%2BrFO47E1yFAo%2Bq2o8JxBw2oTi28cOjv2NXjrN3LGlQDDCs6r9y3GBGJjeHv9DHE%2FSkQhcV75wFDBJABVt7caOHEc07gaan5aGQES1TBQkrCPYuq%2BKV7HkPJ0w6jDQ6Sf8F1W5doXdeJt1OKhHYlFJ%2FD85WCTvgBujJ7krw0%2FbAkWeenW4DywgD76NI0PP6c7LJ4Pl0RzYA35CyMrpXQUt3%2FJvHupy5s1ITc7NlRPvorKrNyQBKaY%3D&nvMid=82419418481&catId=50002211
12,당일 수확 무농약 유럽 유러피언 샐러드 상추 야채 쌈채소 500g 버터헤드 카이피라,7900,4.9,2230,2596,746,https://cr.shopping.naver.com/adcr?x=XTSdsMEr%2BePidrHetGdAR%2F%2F%2F%2Fw%3D%3Ds8MCMvlV6dEgXhwa%2Bs%2FPbQwohh9JgEVOZt%2FGHVOAR63QqYz7nrboCYzzjBMYvm2u2xbTGbipMKw8X3v7dMP8xK1kS4NVEwHWZZeBEoUPEtNie8n03y7ok7rt2X7JHw%2BX5shyNRtxg2c3o%2FKOzzyUxP2h9VwmppBVKMR%2B%2FuFB%2BNkln0E%2B7lsL8Xc%2FJzL4VwihdlIkKbk6qGbLivz9wwLP9ZOGAPKrqLwyLamLwDLpIitJxmZGIeWk6Rq6mMois02%2FdNpKdd8ZK8JeLDlaenCLCC3Nv%2FybmibrP5xKJrMikESgHs%2F2PHkpmvWjL2qy1nHubF3UGj6IzKHxTbhXOsevqqjzhO3Z97SFzvWtBIoBvzhAc1xxHLbKqfgz9ZVZfWUFbAyEIpAUMz1xGAu%2FKaChvL2YqOYeTSQg1syne7Oej0oSPEHqbOa1nOK7hUQxWAWI8DdMoycoAFNaGuCFDU2mab%2FntXDrUgU9O%2FtZZ9SzavJDUiNAHeBTKKUBnN0dKQ2nsdMjYanNRX8NXyk56LMdptLBhdMIq9RyTtRobSQLfmuaNe70NUUzr1zORcSCW3Q8FlhB2tM7g502gTBirHILJvTSav7q%2BZHcieLz1GhuKDCjgkByOAiHnBb21gAd%2BVGEQnp9SORJnhdaCzR5Ns4DxNCmTx0rojnGbM8i%2BwkJgGh%2Buqp7zrlGwH8XLSlmnXu5PosnNQe7b%2BN1JMn0qHFMI8wau4fTwOUqyF63FjwpQRls%3D&nvMid=86094074046&catId=50002211
13,그린어스 유러피안샐러드 샐러드야채 쌈채소 1kg 로메인 버터헤드 야채,9900,4.81,3820,6981,1402,https://cr.shopping.naver.com/adcr?x=V2S6Kje%2BcX%2BVJyl7%2Bs%2FdO%2F%2F%2F%2Fw%3D%3DsNxaAxPdwQZirDEigTrR8VukfbeFn8asvilM7l8RJlpQyeQbwViskQtBXaUX5t0fKWuzgPdDVFUHQgvld1DCl9%2BjBUFLfVgm7VpokBJmUNZWAkKE2DilvaXAH1c8fQkTa8XUSOfKHxF%2B7uckUpgElFES%2BortKzfQDWBF5GV%2FKfqEhJv3ljJo79VVIpj6%2Fm3WOGNbcL3AtCWsLFAAyVD1e8UsKyriRXY5yOYoMUgru25Cji%2Bapx%2FN5Tm9iNMRx4APemRUWhlsR5slqvlZG8COnM3qEMfRxZhz%2BL5VxURJqQOglXTdy6Sn%2F2yromYu89VyUFIO2SzlCg8qzV1FjdQHOS6KhhxISroqOI9h78reZTZ%2BPo726E%2Fr2VlsVuSdy0TIsRY3gvlOCpj4vB4lVNXJgJLx9rKamGsBccBbLF20vO5IHjcoj%2FgSmarZeQO8AMQDTjsBgIknnIDNfXUzLjrg5%2FzOjX4Ijzok%2BbzXmtTNTaN5ur7JVqI9LwkpIaoBctZm%2B%2BSpnEUNfcJGV0qG5N0o3zczhe%2Fs4hg7PnYbzhtOutya1qdK11G2s50wsEMVZ8LvSAfR8GFcnXI83c7z%2FJCeB3JiYR%2BFnoYuAQ82FtvNe69gFOPOd9TwPUWOSUDpj8o0wfGaTJ%2FcRK7pBqdQFCRkxoFSfmcGgVW3S%2F%2BKU44WXRCxjtEEnHZo%2B%2FVuCJHvsmHjrDVCYCaeglF2rgr1u2OQIzQ%3D%3D&nvMid=83308724974&catId=50002211
14,모듬 쌈채소 샐러드용 구이용 유러피안 잎 로메인 쌈케일 지평 멋진 농부 당일수확 농장직송,7900,4.89,29000,6692,1898,https://cr.shopping.naver.com/adcr?x=aK7r5YZXYv5%2B7Wj2JnEza%2F%2F%2F%2Fw%3D%3Ds4Ev8xPFnBmfnSawJds%2FfEqjSk0SGA4TBR5qc1PQLSscyeQbwViskQtBXaUX5t0fKhD1%2Bb5BVzM1zLE7i3Bp6rOjBUFLfVgm7VpokBJmUNZWAkKE2DilvaXAH1c8fQkTa8XUSOfKHxF%2B7uckUpgElFES%2BortKzfQDWBF5GV%2FKfqEhJv3ljJo79VVIpj6%2Fm3WOgigy0Fhp6Q4%2B0gX%2Fw0gdGUsKyriRXY5yOYoMUgru25Cji%2Bapx%2FN5Tm9iNMRx4APemRUWhlsR5slqvlZG8COnM3qEMfRxZhz%2BL5VxURJqQOglXTdy6Sn%2F2yromYu89VyURvEYRExIEQFjIcTWMqFMRoa1gYcDEAjyNSRJGHTE3A3X8rKyLxtwT39VTNNuWlxbxYCb0CyTZrD4Mn%2F0Xcd5XLbqUxbTx6X5WQPJBUJ0VZVW4PYwhDu3GjMUjmifJCn5k1hhHv1J1oC7N5IDKR3o96TNCCQkRPWliJYIBCQscE9wjK%2BcX7cBsBaHRVpBP%2BflPFK98VY%2Bw6fD8CamM7OiygptLZL1JNShOfO1pVEO%2FsIG1m0Ki5FLWaO8%2BRBrDOUoZcEPX4zYB2WUn6JR512XRMJrnmdQrIvbdNx9h%2BJMFN%2FPjBl4hmICGVywGplw5m86W%2FgNEA3CBFwiFh6hbUiivWB8H6kIcdrOGQ4%2BMCaj%2FNicdKaeDWJeAZ9vfptgmuMmCSZpo59HaZWhl8tRSQ7WCFdznR4EhPC6BI08fc6TT2xWkbDrUFJ2hBG8QaB8WVzn&nvMid=82853566148&catId=50002211
15,로메인 로메인상추 통로메인 모듬 쌈채소 특수야채 2kg,6900,4.74,4865,1582,293,https://cr.shopping.naver.com/adcr?x=ETdxFI5YGgBt2CiI97u0Dv%2F%2F%2Fw%3D%3Ds61e80ulU7oUr0gecEJGYT7gPrTRh1HTLS%2Ft%2FiQJnYma9xhsvV5kl29AxP7HFzJmVI8vgHgzg6nOQVKbrr%2FIiUBV2ubdplmK7ONU4Pc8kc3q7amxnrFk0iA%2BDaTd%2BdHz9gtUN2MMBK090wnY1SxRl%2BGFEV98CfAwi%2FgpsOD1fQ6BauFou6XqHVWbZADh1MXsbZiF7RN6XAnNNtec4G8mt4o2yGPrN6GG84cNPPmyt4IPGytN%2FAa1h46HGa561%2FwGX%2B8gXwuUXfC6PRvNMU1MOncv%2BjB2erv%2BZ%2Brrs5VHOiTRLlIk0uAh1LVcUK1nkYRMYoOApqufN2lhTRffuccqeyxsGt67HKk0xeu5S35Q%2B84TCsO0LPZREnldN6GcNtPeM5p84gDjePwDpeHARQllNq4wefsEME1qpc2agpsB5My%2B9DTbNYPWRO1KnJi4gj9SYxm2x4%2BCsGkyLiueBNVJx%2FEFB6%2Fo179GhCneto1z%2FubU419Jn6LONW%2F15xbM%2Bc2ot45uEL5GzYjIL49CA9WSTBmLPKMUu1KiGVvCX82cP2594d5ssAK%2Bd162R3OV65wFXquJ3TXNEhwwUWmjKgiHedpv5X6%2FKchLSCLUXINDV0a5eT8Y%2Frwy1ww3DtPIRte2WnVWSfz6oEmlNayvFhbm1Rh0cjwVm1BUYVknE7IEMpz4%3D&nvMid=83462311502&catId=50002211
16,산지직송 유러피안 샐러드 상추 3종~4종(배송비 포함),8900,4.89,2469,0,1136,https://cr.shopping.naver.com/adcr?x=VIiDosGjRGmc%2F0q3aZBiGP%2F%2F%2Fw%3D%3DsGzclDHIjHou94VCPoyLvkvlC2ME3Er%2FlNo7ueDhUeFT9Q4b0AOOS4pgmuR1ZszYLp5U59CHP%2BLBBd%2FpnT6pW5vTObJbsHUXl2jZFUtpkxZK3c1%2B85V%2FFz6L2psk0Q8qNdMJZWafqsucA%2FQMq%2BwLlMcVIhUTYq2J1wF4XcKD2AOWkOA3ZateG%2FY8eKxwX1E0NcZMy%2FDBHAB%2FTU0VHsKibJaPxycAU8NZf7PdTum0uClt0gVakSBpfCgo6HJJ4HFOPsQMhll98L6682Au7Zj6fy%2F4Oit9u1fKdKpCYRa%2FBbrs1QmeK3ZPITzKHcbEnR%2BI8RsZy4Usd%2FgCakkuGx7iUsaNjJi%2B9WBVIryHCWaBREnLX8rKyLxtwT39VTNNuWlxb9VEoR6YxfAZi8SD7wUKCPsaYv%2FbuSc9%2FlmUy6gu%2BWUYrZZOJoyG%2BJ2qiYjWRjdi78Pwwd6WJwJxhVol1JEgMWsH90JvSO2uoxfqrqsk1lLnsggY6UJ%2FqlCQSq94f3xKJwjP97%2FAiCxWhM7OO2OQZ7yGmxgD%2F2u9HMwV4j2eLb2770p%2FapZHfR4IaasLvZqoGcGhdjeO8kFJblSyoaP96myONCwtHwYJizcjpsHPJoeBx2cdTHHPdXAvVAYj%2FI%2Bv5evhbWsUNP0WZ1uXuyUEyVWhopkeKUdu5q4dSKA0zkoA%3D&nvMid=87953397843&catId=50002211
17,봄맞이 쌈채소 샐러드채소 유기농 [채소의 미래] 1kg,9900,4.81,85000,3984,694,https://cr.shopping.naver.com/adcr?x=xvZ91VN6108sXRqiO1%2FYof%2F%2F%2Fw%3D%3Ds8dIpnM3JxSFXCsFf1BsNUh7XTasF%2BskJfEwbak608lAyeQbwViskQtBXaUX5t0fKwWgTpkNKOFl7QQV9gHPJ8ujBUFLfVgm7VpokBJmUNZWAkKE2DilvaXAH1c8fQkTa8XUSOfKHxF%2B7uckUpgElFD9rXyqENDUD8omnd%2BAEOitqNZuGiYkpsV%2F1UFv2sMKh75uh4DdFpqWmsixHAJLRIhdWtBmrgRvrbxBRoSYh1geDvowP89LMjdrqfGBzm9Lus8ooIkZ%2FOLtNQuqbmrsbFD89lBJpLtqrwGKUZonCyELBz7%2BORHa%2BX777%2F5U82WuFIyxpt7pDt3bDDg15WqzDU2MFC6kJPGuf2wtna%2BD8EyxvZXpRzlvHsNKa4uand61HSRMmvcNlI1rSoASdpsmmmfH38ggZwwUIPdjX%2FC2bSPmfl5VGzkbmZPZdB%2FMG4qaHgoKn4b3HcWBus2N8OMYvREC7MJj9GoriIOANBIdfpPwLTc5PCz1yL%2FylX%2Fq3suRcjOsDDyC%2F5GDuUAMnBXEPS29iYBeK4t12KcKuco5Aa6fiGZyJrp4cNOjByfDCIb9OcGhdjeO8kFJblSyoaP96m4GezQB4NlDbb3Ltni45R4exPt9Z4w9RkOJEJyBwAeHC6G4co9lCHH3iHMbl7SofQs2OqH9l6YII5ugOGfB4CYY%3D&nvMid=11546177131&catId=50002211
18,야채왕 당귀 당귀잎 1kg (0.9~1kg) 박스,12000,4.8,1071,956,92,https://cr.shopping.naver.com/adcr?x=bJNOnmbTInr6BmMYnw8C0P%2F%2F%2Fw%3D%3Dsnm0RLGRmaC4aR7e0a%2Fo1VunoLhDBnItyKxH5oWw2mBsqYz7nrboCYzzjBMYvm2u2HEgo05vwbmc1xsLRveJQqFkS4NVEwHWZZeBEoUPEtNie8n03y7ok7rt2X7JHw%2BX5shyNRtxg2c3o%2FKOzzyUxP2h9VwmppBVKMR%2B%2FuFB%2BNkln0E%2B7lsL8Xc%2FJzL4Vwihd1ZUkf3EN4pf%2Bcbq5bazxY%2BGAPKrqLwyLamLwDLpIitJxmZGIeWk6Rq6mMois02%2FdNpKdd8ZK8JeLDlaenCLCC3Nv%2FybmibrP5xKJrMikESgHs%2F2PHkpmvWjL2qy1nHubPcIU8dA8pRf6ZiBiSE75lLGNaEZQZAXuBnj%2BdtoB74312S7sNveFxqkvGkTs3OF8K1biGx6LAPmurCVDyi8%2BqRuqns2DwVxckx37kRSahrBkHM0LIbRoZro2ozEbttT0mDvqTHyIyeI8zOYxQdBYzL5lgPj5rQbNrLOEBsn20vnnnZ93avDfk1Nm4C%2FgG78TOWSn9f%2F41zUDNTGPwRLpQ3Y0Px9lk6qhh0gt9kX4ylPxLrHQ7Wp9DnnObpoapnH4nQ4xF2n1ocPi2HmKwwySx0Vmpv%2F0eIJbN%2FVmoK%2FV7h08IFuFfemZzaBRiaxjENg4DhLBwu%2FFQS5xWYf5w6G3jQ%3D%3D&nvMid=82721834248&catId=50002211
19,샐러드야채 유러피안 채소 로메인 버터헤드 카이피라 유럽 상추,9800,4.89,1264,3004,821,https://cr.shopping.naver.com/adcr?x=en1bTpeGBANLuehGtdwiev%2F%2F%2Fw%3D%3Dso%2FCmBHNSi2aqSQhHhRBZln1wB%2Flg0EMq3cr0WkLYB5IqYz7nrboCYzzjBMYvm2u2osydpuynDSU%2FmvsPqeXcoFkS4NVEwHWZZeBEoUPEtNie8n03y7ok7rt2X7JHw%2BX5shyNRtxg2c3o%2FKOzzyUxP2h9VwmppBVKMR%2B%2FuFB%2BNkln0E%2B7lsL8Xc%2FJzL4VwihdalhuNafz8IWZ9Ttxlcj80BdWtBmrgRvrbxBRoSYh1geDvowP89LMjdrqfGBzm9Lus8ooIkZ%2FOLtNQuqbmrsbFD89lBJpLtqrwGKUZonCyELBz7%2BORHa%2BX777%2F5U82WuFRDpykpOqWZgZqWcBmVwRDdL7%2FD4sNvx3FCbHegrjd1xnkW6%2BtEKlWOHXGeKRDevGs1asn6C0APfgXJNVFnJ516dCn86%2FdDucD3nH5IGmSdRGLZJcQgEMLq%2BkTPN5DixlhSupOjqvcuPwD9xlMlbAqjnYv%2BUCUgOEQGxIZaJTCn7gxMpRoXPtcdnprHRNKdsHoo4%2FOoZ6HixbB2fJW5ms1oR3%2F4rgZbx2MZHVGObnOwUGqsI2RJyDI%2FBGF0IC%2BD6mufEvYv4WKe9vQUjGHqfIkFv4DRANwgRcIhYeoW1Ior1s5lc2PcegqIMDizxRFUQlJ0bOKxwivBAnBlZo4R8Z%2FuF2EReEdfKydth0aoQftnFXc50eBITwugSNPH3Ok09sVpGw61BSdoQRvEGgfFlc5w%3D%3D&nvMid=88818247101&catId=50002211
20,동네청과 당일수확 유럽 상추 유러피안 샐러드 야채 채소 1kg 모듬쌈채소(4종-6종 이상),11900,4.93,70,146,144,https://cr.shopping.naver.com/adcr?x=Lhz7EfudJl2z8NOVI8AVB%2F%2F%2F%2Fw%3D%3Dsh4AdtMDvuqm0%2Bbo%2FV4jRyqJVHnqwONoul8vf0Amp9tgyeQbwViskQtBXaUX5t0fKLdkCF3QGFtFKbAxD%2BDMfWujBUFLfVgm7VpokBJmUNZWAkKE2DilvaXAH1c8fQkTa8XUSOfKHxF%2B7uckUpgElFES%2BortKzfQDWBF5GV%2FKfqEhJv3ljJo79VVIpj6%2Fm3WOBye5EDNaHgYAVvi38cN1bU1To32r9VL5XNz7ag7xPIgnZNdZrL8tBnJFNAze%2FEq9%2F79z44Z93INZgmBv%2BBT%2B1oVwyj%2B1KH3PV6782Hh%2BZ7%2BKx7G3krbJiQXzryuwwOqJr5PpkI7LBE99uOb9h08BzLpF9YV%2BSRM1FoT6AAjsaUrEnKVzpQ2tyWGrtmhQgeZFYqlaUv%2FGk%2B%2F1bGqSm9uJyi0x4SFMYisVvy%2FSuUGcdeNCU3XN6pjtE9YA94HCP4X0UMR9ZhrOlNQFh3NiZwvPzaYgHD9j2%2Fp%2FfrjWpzFBxeyp%2BvuN%2BMADnj1B%2FzascbfsKvgwPb2pw%2Boe7vl1kQhuWVAo2Aqq2ckzaB%2Bjbdy9CL4cY2dQcz%2Fq8LO3CxZ39jwQydqXycHo%2FibxV455v1Z8GAncwAvlLoqVTi%2BypVXuVEquYYrzpNCUpyM1As6GoHlqcGhdjeO8kFJblSyoaP96m2kAuxtqdhuimIsE06b3I5Z0khI5yFEoi95lzMI9QCvFqkzWmT5PYPKLBpHR60bx62hopkeKUdu5q4dSKA0zkoA%3D&nvMid=88753665538&catId=50002211
21,"프리미엄 친환경 무농약 유러피안샐러드, 와일드루꼴라 5-6종 600g 1kg 샐러드 모듬쌈 쌈채소",6900,4.96,468,1410,525,https://cr.shopping.naver.com/adcr?x=dBPErpu5H2Mi2YdGJ3lubP%2F%2F%2Fw%3D%3DsiQvCT7WU3tk2T1cSBf6aXn9rF3P9Z5DxORc2pBJe%2FvEyeQbwViskQtBXaUX5t0fKoWOBahT5gO7AGIe4R%2BX8dujBUFLfVgm7VpokBJmUNZWAkKE2DilvaXAH1c8fQkTa8XUSOfKHxF%2B7uckUpgElFES%2BortKzfQDWBF5GV%2FKfqEhJv3ljJo79VVIpj6%2Fm3WO5Ua%2F6ce3nehKagJ4pZumY0sKyriRXY5yOYoMUgru25Cji%2Bapx%2FN5Tm9iNMRx4APemRUWhlsR5slqvlZG8COnM3qEMfRxZhz%2BL5VxURJqQOglXTdy6Sn%2F2yromYu89VyUBoxsofqJ8YUYGIkQQNOJjyvoqNIxhBYkl1gQZ1kKyPuPo726E%2Fr2VlsVuSdy0TIsvGFpzQEsLTU64IqJn2XrohBB0LXLn0xEKajp2JgeEat9dxAZIRsebtzY9Y053AbQWbjf%2BCDNxp9eeHnsvNZlMa8C1ozwHDheW2FC61GavG1tffr1qXjMEc%2B0H4NrOP3xlTM%2Bpl6Xc3rOhvJnEErTmHnCepuhe1EgriweLqGPNDqsv3js31MpK7O7UVwcuibjik6AWy03xZVGpOuk7ksjMFgMYvpo8QZvesLmJ4Cka17D5O69Af4JEqB6sfqcjBn22BAAaeRmNNRQmILk99yBMdPEygsAZm2rYTStEzp1IufxrN0TllBz6mXt60scqfoa5RcONyBJ8aaZbKwWLwqtWscgIRCk8vtGb7Z%2FKGMSEdE%3D&nvMid=87173484485&catId=50002211
22,쌈채소 1000g 모듬 쌈야채 샐러드 케일 깻잎 상추 로메인 치커리 근대 유러피안채소,15000,4.85,115,73,173,https://cr.shopping.naver.com/adcr?x=wyX1Fe%2B%2FP%2F9ri0xfzOs3pf%2F%2F%2Fw%3D%3DswDJSY8xIBBsfsG7jOxhxhYa1NoMWoGNAg6acwPb8NPMyeQbwViskQtBXaUX5t0fKBVICuIau%2Bma7hU0xOUdwEOjBUFLfVgm7VpokBJmUNZWAkKE2DilvaXAH1c8fQkTa8XUSOfKHxF%2B7uckUpgElFES%2BortKzfQDWBF5GV%2FKfqEhJv3ljJo79VVIpj6%2Fm3WOPBB8V4EdBYEUcffvhQtJxUsKyriRXY5yOYoMUgru25Cji%2Bapx%2FN5Tm9iNMRx4APemRUWhlsR5slqvlZG8COnM3qEMfRxZhz%2BL5VxURJqQOglXTdy6Sn%2F2yromYu89VyU8TPe%2Bnrwfsbmj2qzXhNsxWtJHr8NqceyJS6WSnr91%2BiPo726E%2Fr2VlsVuSdy0TIsQaItVGypEjTlsQf021H3W5Y8Kyuwt29WlH8XddSeUnSRjDEyOpbhJuDf83Ltcb6ecCE9RuMQv%2FNoBzCL6k4O3Jdv0PJ2Zi6jIKZL688jitnLLz%2BlGlEr80hMN%2BB6B%2B0sZqfYhdp%2FTT%2FA%2FNpPGv69b5IMKvsvOL5vMJbg7v7ykivH7tDGj4gfOhcrjrgJ7pWlUMAYH0HI%2B7wDYHpo8wgTifeVum0F4e0TsqgWVoAxR2NpsAEAtVPjvzOsCRzYaTuv6Cv3UPO43RhPf0v055dqDF%2FSdLsa3bezaU1NIpspqXv6WCQ2P8oOd7GzrV6lxpkyb1NmOoRBMBsXNQGXzjfbC%2BFUQB%2FrDAzm2q1KHRsHkfE%3D&nvMid=85756556834&catId=50002211
23,유러피안 샐러드 모듬 쌈채소 유럽상추 버터헤드 카이피라 산지직송 700g 1kg,11900,4.98,116,0,299,https://cr.shopping.naver.com/adcr?x=ide0YL%2Bci%2FtwCsW3EPtS2f%2F%2F%2Fw%3D%3DsRfMq24kVrKJFFO3L%2F6ApXHqEHdUgnq%2FURggmaKsp%2FdYyeQbwViskQtBXaUX5t0fKapc8up2qFUGZ7WWGVmIH9OjBUFLfVgm7VpokBJmUNZWAkKE2DilvaXAH1c8fQkTa8XUSOfKHxF%2B7uckUpgElFES%2BortKzfQDWBF5GV%2FKfqEhJv3ljJo79VVIpj6%2Fm3WOj%2BcM7CQwLXp3Mv%2FR8nFidk1To32r9VL5XNz7ag7xPIgnZNdZrL8tBnJFNAze%2FEq9%2F79z44Z93INZgmBv%2BBT%2B1oVwyj%2B1KH3PV6782Hh%2BZ7%2BKx7G3krbJiQXzryuwwOqJgd1aaSad6Mesih29P1MfNxCNRXcRtQTOAufPFMbEKDWB7%2BNOsU3jIHqgsfXQZGA%2FN7%2B6BhaSTBBvLtWjTcXw0%2FMXUqENBDbfZlb%2BDHJFIChfC603SI8YxLDjsdIKEVA9jgWYL6yBDg7QWucdP5FHaxN7Id0w5EsQd%2F8OTCOlfKvhMV1TK9Avq7ISVzT8DZB7x14AnOsHMjJpOPd%2BjB8TCOeXfvKLLdNmjG647R54CW5mFs01rqlwJTRR7kScrv%2Bgb2JgF4ri3XYpwq5yjkBrp0eKvfSflU6g4Kb0%2B2G%2BEKTYEABp5GY01FCYguT33IExr92SZdaiLQi2RWH3siEA4uxDY%2FPSAYlEksr6Eo0MYWUKCPcusAsWQJ%2F5nYXXb9qBxyAhEKTy%2B0Zvtn8oYxIR0Q%3D%3D&nvMid=89250500434&catId=50002211
24,양평 지평 멋진 농부 모둠 모듬 야채 600g 샐러드 모듬 쌈채소,7900,4.85,1921,294,213,https://cr.shopping.naver.com/adcr?x=mvQCILrJdBukMguj3uAH8P%2F%2F%2Fw%3D%3DsgQ1vLrnN3Kj1Hagds%2BFEHvHcgbPg8o3BGOmY2MLCw20yeQbwViskQtBXaUX5t0fKXP0Ux6%2BpJTtEPL6bSlXDO%2BjBUFLfVgm7VpokBJmUNZWAkKE2DilvaXAH1c8fQkTa8XUSOfKHxF%2B7uckUpgElFES%2BortKzfQDWBF5GV%2FKfqEhJv3ljJo79VVIpj6%2Fm3WOcNqYx5JwrNK4vIWEWkpM%2FUsKyriRXY5yOYoMUgru25Cji%2Bapx%2FN5Tm9iNMRx4APemRUWhlsR5slqvlZG8COnM3qEMfRxZhz%2BL5VxURJqQOglXTdy6Sn%2F2yromYu89VyUXVW0Ipo0rvgjiaG6MFT1941RHmBm%2F%2FQ0sVbCu5x7kNbX8rKyLxtwT39VTNNuWlxbRgFt6enOkSoV1i9Ri518QmtZiXsDIYTv%2BjoUr3AzBgCjptkqWrz2vWE6fEVUJlaOWgZlZhDpw5i%2F806dVzdbuRofkYBJMM6mIno%2BzyteQc70EvqVStVRs2vA2HyWQiKz%2FNf1qIqtIuZYys4CvWb3XqvmNsbPtFpAkXCzfaa2hmvyxPRUmvQfbG5sJMJhT98RTU4JjDCEZWCya5YRQiak4AWbdymW1pbiiD%2F%2F4My8l0eYPk60llSfpv5WD202ofAG2m6Sas2MedTx%2F1NFMuoPcLPyZrdKJEv%2FJ%2FBC%2BnMQ3fQGruH08DlKshetxY8KUEZb&nvMid=82863281517&catId=50002211
25,치커리 쌈채소 샐러드 국내산 2kg,7000,4.83,1260,0,146,https://cr.shopping.naver.com/adcr?x=cIkeq7alvZs4X8fgSDX9fP%2F%2F%2Fw%3D%3DsE%2BnVFv4t7ai1TKJhiU92qxPCMdZeMRdBN%2BLGEfSXyyn9Q4b0AOOS4pgmuR1ZszYL4VB0FS1OGvpT5f2a%2Bt0Y8vTObJbsHUXl2jZFUtpkxZK3c1%2B85V%2FFz6L2psk0Q8qNdMJZWafqsucA%2FQMq%2BwLlMcVIhUTYq2J1wF4XcKD2AOWkOA3ZateG%2FY8eKxwX1E0NdW2kbbIJJx4WeLj6r7PN7UrKJuz1c1CrKL4BlIdwUACU5P%2BT3%2BT1pMCn1t5bEwVIWwfek85jqiMNKFAQV%2BpBFt9%2BKy%2Fm0d%2BgYWHtEf61Jo4AUk0tbEb%2BPaAR8Zvsauh4EeszceyC%2BHAQGT8AR%2FZGCUdhW9GX00GtddsQrgORv2YI2YS92VTPP7KXRs5j1QyAE3Y5gNnhHfHws4y%2FkYKlRkrxKpjaZYofQ1kRG0WzgSskHCmO93%2FDH5Fms%2Fhw%2BO56Ddzk2GdokNWrZDiN%2F%2BnnlmyZ0pV0oq3hoDcgVbU0uMFYDGL6aPEGb3rC5ieApGtel%2BoEax8lKcpGpECSeC1jFdgQAGnkZjTUUJiC5PfcgTGJ79HeHMBVRfOZt9Q9QkQZjODAMd44qDuHZYBNb2cEHzXh3nTyI%2FOzVpl2sbFBwRLHICEQpPL7Rm%2B2fyhjEhHR&nvMid=82692662379&catId=50002211
26,유럽샐러드 1kg 로메인상추 카이피라 버터헤드 등 모듬샐러드채소,6900,4.75,8174,2521,1515,https://cr.shopping.naver.com/adcr?x=NTSzJSXw%2FRmLWM5ceLSu7P%2F%2F%2Fw%3D%3Ds3Ret%2BnnnhUTXEcswSnCOcOEiTc6K%2FFsXf%2BYxKcvBvPIqYz7nrboCYzzjBMYvm2u2xDAEU5MANmqdtklO3TfoeVkS4NVEwHWZZeBEoUPEtNie8n03y7ok7rt2X7JHw%2BX5shyNRtxg2c3o%2FKOzzyUxP2h9VwmppBVKMR%2B%2FuFB%2BNkln0E%2B7lsL8Xc%2FJzL4VwihdtZzp7ZUL2jvMyXRvzq7yauGAPKrqLwyLamLwDLpIitJxmZGIeWk6Rq6mMois02%2FdNpKdd8ZK8JeLDlaenCLCC3Nv%2FybmibrP5xKJrMikESgHs%2F2PHkpmvWjL2qy1nHub8G4lMXOae6G21n177l7VWKV8wSDCWjCIHLjfTe1MD0zxnHs7A2ErWD1m%2BZS2KWxS7%2BHal70PNgf2Dj%2Fa1ro1sgWEm4nvTuN6fwk2LDkkYp6Iz5Jn4jY5wHZDHEf%2BeslrCT3wK%2BM%2BDvM0xuTVlvelN2BJMkl6rdhLwke59%2B9b%2BnXEh%2BqutSUNKA9O6gxiziikKdZxJBu15v1BfSYEUZ%2B8d6lYl9Ad7kBVA5fywi3DgwYGqsI2RJyDI%2FBGF0IC%2BD6mTi9h8AJ7Dv8WKAbdmqvDO9ph0dbNxEVSEl9sY4m7d8LyOKke8QSU5dXhq%2FWsOUrsvkm5q94eMDvFpSOvleCo%2FL%2F54lGlv06hiv87sEY%2FORPke%2FVP%2BgM94BPZkP5YJ%2Bex&nvMid=84264308855&catId=50002211
